score_address,place_address,Facility_Name,Longitude,Latitude,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,h3,similarity,rank
3551 BROADWAY,351 BROADWAY,A1 GRILL,-74.1227514,40.6589112,2092,36,D7,2,1,45870,3551 BROADWAY,MANHATTAN,1020920036,3,D,,0.9794871794871796,1
476 BROADWAY,4736 BROADWAY,THE EDIBILIST,-73.928258,40.8648293,473,7501,R0,2,1,70632,476 BROADWAY,MANHATTAN,1004737501,3,D,,0.9794871794871796,1
2609 BROADWAY,269 BROADWAY,LATITUDE ZERO,-74.1251044,40.6560023,1870,52,HR,4,1,55616,2609 BROADWAY,MANHATTAN,1018700052,1,D,,0.9794871794871796,1
111 BROADWAY,1191 BROADWAY,HASINI SHEL BROADWAY,-73.7028631,40.6364006,49,2,O4,4,1,432093,111 BROADWAY,MANHATTAN,1000490002,63,C,,0.9794871794871796,1
4401 AVENUE H,4410 AVENUE H,CZEN RESTAURANT,-73.9336722,40.6324231,7728,1,E1,4,1,43843,4401 AVENUE H,BROOKLYN,-2147483648,71,B,,0.9794871794871796,1
180 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,65,7502,R0,2,1,149223,180 BROADWAY,MANHATTAN,1000657502,57,C,,0.9777777777777777,1
817 BROADWAY,81 BROADWAY,MARLOW & SONS,-73.9656961,40.710638,563,31,O6,4,1,114383,817 BROADWAY,MANHATTAN,1005630031,84,B,,0.9777777777777777,1
50 BROADWAY,507 BROADWAY,PERU BROTHER’S BBQ,-74.1637788,40.7677095,22,24,O4,4,1,300676,50 BROADWAY,MANHATTAN,1000220024,73,B,,0.9777777777777777,1
52 BROADWAY,527 BROADWAY,SUBWAY,-74.1175024,40.6651121,22,28,O6,4,1,345540,52 BROADWAY,MANHATTAN,1000220028,59,C,,0.9777777777777777,1
29 BROADWAY,293 BROADWAY,ALKOFEIA RESTAURANT,-74.1244102,40.6568965,20,1,O4,4,1,316150,29 BROADWAY,MANHATTAN,1000200001,79,B,,0.9777777777777777,1
336 BROADWAY,33 BROADWAY,LA CABANA ELEGANTE RESTAURANTE,-74.1275701,40.86011,170,1,D6,2,1,139697,336 BROADWAY,MANHATTAN,1001700001,21,D,,0.9777777777777777,1
32 BROADWAY,324 BROADWAY,POKE BOWL,-74.1230084,40.6582058,22,17,O6,4,1,143000,32 BROADWAY,MANHATTAN,1000220017,21,D,,0.9777777777777777,1
11 BROADWAY,114 BROADWAY,EL EDEN,-74.1704737,40.7542395,2468,7501,R0,2,2,226511,11 BROADWAY,BROOKLYN,-2147483648,50,D,,0.9777777777777777,1
187 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,63,15,D7,2,1,64666,187 BROADWAY,MANHATTAN,1000630015,0,F,,0.9777777777777777,1
358 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,171,5,C7,2,1,48180,358 BROADWAY,MANHATTAN,1001710005,100,A,,0.9777777777777777,1
61 BROADWAY,618 BROADWAY,TU PAIS RESTAURANT,-74.1622153,40.7715982,21,1,O4,4,1,650740,61 BROADWAY,MANHATTAN,1000210001,75,B,,0.9777777777777777,1
2680 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1874,22,D7,2,1,37816,2680 BROADWAY,MANHATTAN,1018740022,25,D,,0.976923076923077,1
3851 BROADWAY,351 BROADWAY,A1 GRILL,-74.1227514,40.6589112,2137,14,D6,2,1,105000,3851 BROADWAY,MANHATTAN,1021370014,18,D,,0.976923076923077,1
1385 BROADWAY,185 BROADWAY,EL MERENGUE RESTAURANT,-74.1696875,40.7566623,813,55,O4,4,1,438643,1385 BROADWAY,MANHATTAN,1008130055,82,B,,0.976923076923077,1
1407 BROADWAY,1740 BROADWAY,SWEETGREEN,-73.9819014,40.7652837,814,15,O4,4,1,911896,1407 BROADWAY,MANHATTAN,1008140015,70,B,,0.976923076923077,1
1260 BROADWAY,160 BROADWAY,160 BROADWAY HEALTH & MEDICAL,-74.01012,40.70944,834,11,H2,4,1,278905,1260 BROADWAY,MANHATTAN,1008340011,56,C,,0.976923076923077,1
2180 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1169,16,D6,2,1,191432,2180 BROADWAY,MANHATTAN,1011690016,11,D,,0.976923076923077,1
3624 BROADWAY,324 BROADWAY,POKE BOWL,-74.1230084,40.6582058,2081,1,D7,2,1,45930,3624 BROADWAY,MANHATTAN,1020810001,1,D,,0.976923076923077,1
2380 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1235,42,D6,2,1,268989,2380 BROADWAY,MANHATTAN,1012350042,26,D,,0.976923076923077,1
4580 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,2172,4,D7,2,1,106464,4580 BROADWAY,MANHATTAN,1021720004,66,C,,0.976923076923077,1
208 AVENUE OF THE AMERICAS,2 AVENUE OF THE AMERICAS,ROXY BAR,-74.0049591,40.719193,519,44,D4,2,1,33204,208 AVENUE OF THE AMERICAS,MANHATTAN,1005190044,68,C,,0.976923076923077,1
2700 BROADWAY,200 BROADWAY,AUNTIE ANNE'S,-74.008746,40.710595,1875,7501,R0,2,1,135625,2700 BROADWAY,MANHATTAN,1018757501,71,B,,0.976923076923077,1
291 BROADWAY,2791 BROADWAY,FUMO PIZZA BROADWAY,-73.9681172,40.8028379,150,38,O6,4,1,128940,291 BROADWAY,MANHATTAN,1001500038,69,C,,0.976923076923077,1
592 BROADWAY,5592 BROADWAY,MALECON,-73.9043378,40.8792992,511,12,O6,4,1,231840,592 BROADWAY,MANHATTAN,1005110012,76,B,,0.976923076923077,1
1450 BROADWAY,1540 BROADWAY,PLANET HOLLYWOOD,-73.9851237,40.7579436,993,47,O4,4,1,362850,1450 BROADWAY,MANHATTAN,1009930047,64,C,,0.976923076923077,1
2480 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1240,24,D4,2,1,196293,2480 BROADWAY,MANHATTAN,1012400024,59,C,,0.976923076923077,1
4113 BROADWAY,4311 BROADWAY,SUSHI YU 2,-73.9351325,40.852069,2142,136,D4,2,1,47580,4113 BROADWAY,MANHATTAN,1021420136,14,D,,0.976923076923077,1
1514 BROADWAY,114 BROADWAY,EL EDEN,-74.1704737,40.7542395,997,1,K2,4,1,119000,1514 BROADWAY,MANHATTAN,1009970001,8,D,,0.976923076923077,1
290 AVENUE OF THE AMERICAS,2 AVENUE OF THE AMERICAS,THE PLAZA AT THE ROXY,-74.0049093,40.7194085,542,25,D4,2,1,54924,290 AVENUE OF THE AMERICAS,MANHATTAN,1005420025,80,B,,0.976923076923077,1
395 BROADWAY,3395 BROADWAY,LA FLOR DE BROADWAY,-73.9540176,40.8219073,193,7501,R0,2,1,130088,395 BROADWAY,MANHATTAN,1001937501,17,D,,0.976923076923077,1
1460 BROADWAY,1604 BROADWAY,PALMA VERDE,-73.98435,40.76062,994,7504,R0,2,1,183833,1460 BROADWAY,MANHATTAN,1009947504,61,C,,0.976923076923077,1
2200 BROADWAY,200 BROADWAY,AUNTIE ANNE'S,-74.008746,40.710595,1170,12,D6,2,2,202586,2200 BROADWAY,MANHATTAN,1011700012,82,B,,0.976923076923077,1
3750 BROADWAY,3570 BROADWAY,HAMILTON'S BAKERY,-73.9496138,40.8271904,2114,5,D7,2,1,47163,3750 BROADWAY,MANHATTAN,1021140005,1,D,,0.976923076923077,1
2874 BROADWAY,274 BROADWAY,EMPERADOR ELIAS RESTAURANT,-73.9587854,40.7085955,1883,59,H8,4,1,123205,2874 BROADWAY,MANHATTAN,1018830059,73,B,,0.976923076923077,1
4640 BROADWAY,4460 BROADWAY,LA CANTINA HEIGHTS,-73.9324851,40.8568015,2172,30,C1,2,1,26980,4640 BROADWAY,MANHATTAN,1021720030,100,A,,0.976923076923077,1
100 BROADWAY,1900 BROADWAY,EPICERIE BOULUD,-73.981644,40.771677,46,3,O4,4,1,364390,100 BROADWAY,MANHATTAN,1000460003,75,B,,0.976923076923077,1
2280 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1230,7501,R0,2,1,166319,2280 BROADWAY,MANHATTAN,1012307501,41,D,,0.976923076923077,1
4411 BROADWAY,4141 BROADWAY,MALECON RESTAURANT,-73.9385331,40.8463793,2180,480,D7,0,2,74356,4411 BROADWAY,MANHATTAN,1021800480,40,D,,0.976923076923077,1
2600 BROADWAY,200 BROADWAY,AUNTIE ANNE'S,-74.008746,40.710595,1870,7502,R0,2,1,173686,2600 BROADWAY,MANHATTAN,1018707502,25,D,,0.976923076923077,1
2780 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1879,1,D4,2,1,197170,2780 BROADWAY,MANHATTAN,1018790001,92,A,,0.976923076923077,1
1481 BROADWAY,1184 BROADWAY,L’ADRESSE NOMAD,-73.9885872,40.7455146,1014,33,O4,0,1,855000,1481 BROADWAY,MANHATTAN,1010140033,48,D,,0.976923076923077,1
3341 BROADWAY,3431 BROADWAY,TRUFA RESTAURANT,-73.9531479,40.8231468,2002,33,D7,2,1,60450,3341 BROADWAY,MANHATTAN,1020020033,0,F,,0.976923076923077,1
3351 BROADWAY,351 BROADWAY,A1 GRILL,-74.1227514,40.6589112,2002,34,D7,2,1,60912,3351 BROADWAY,MANHATTAN,1020020034,1,D,,0.976923076923077,1
1455 GRAND CONCOURSE,1454 GRAND CONCOURSE,MC DELI GROCERY CORP,-73.9126327,40.839814,2834,1,D1,2,1,291840,1455 GRAND CONCOURSE,BRONX,2028340001,87,A,,0.9766666666666667,1
835 BROADWAY,853 BROADWAY,UNION SQUARE HOSPITALITY GROUP,-73.990922,40.734366,564,7501,RM,0,2,24899,835 BROADWAY,MANHATTAN,1005647501,0,F,,0.975,1
821 BROADWAY,81 BROADWAY,MARLOW & SONS,-73.9656961,40.710638,564,22,O6,4,1,35561,821 BROADWAY,MANHATTAN,1005640022,45,D,,0.975,1
503 BROADWAY,53 BROADWAY,LAVENDER LAKE,-73.9663428,40.7106977,484,7502,R0,2,1,185717,503 BROADWAY,MANHATTAN,1004847502,0,F,,0.975,1
152 AVENUE D,125 AVENUE D,MICHELLE,-73.9758219,40.72411,367,1,D3,2,8,610785,152 AVENUE D,MANHATTAN,1003670001,0,F,,0.975,1
736 BROADWAY,76 BROADWAY,LIBERTY HOUSE RESTAURANT,-74.0711684,40.7360679,545,22,K4,4,1,29485,736 BROADWAY,MANHATTAN,1005450022,0,F,,0.975,1
881 BROADWAY,81 BROADWAY,MARLOW & SONS,-73.9656961,40.710638,847,62,O6,4,2,276481,881 BROADWAY,MANHATTAN,1008470062,66,C,,0.975,1
305 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,151,32,O6,4,1,132600,305 BROADWAY,MANHATTAN,1001510032,1,D,,0.975,1
325 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,152,25,O5,4,1,50000,325 BROADWAY,MANHATTAN,1001520025,33,D,,0.975,1
801 BROADWAY,81 BROADWAY,MARLOW & SONS,-73.9656961,40.710638,563,37,D0,2,1,115000,801 BROADWAY,MANHATTAN,1005630037,73,B,,0.975,1
374 BROADWAY,347 BROADWAY,LAS TAINAS,-73.9558832,40.7078245,172,7501,R0,2,1,137500,374 BROADWAY,MANHATTAN,1001727501,20,D,,0.975,1
138 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,2132,7502,R0,2,1,70111,138 BROADWAY,BROOKLYN,-2147483648,73,B,,0.975,1
373 BROADWAY,33 BROADWAY,LA CABANA ELEGANTE RESTAURANTE,-74.1275701,40.86011,175,29,O5,4,1,45006,373 BROADWAY,MANHATTAN,1001750029,87,A,,0.975,1
583 BROADWAY,53 BROADWAY,LAVENDER LAKE,-73.9663428,40.7106977,512,7501,R0,2,1,140976,583 BROADWAY,MANHATTAN,1005127501,21,D,,0.975,1
365 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,175,33,D7,2,1,63600,365 BROADWAY,MANHATTAN,1001750033,51,D,,0.975,1
487 BROADWAY,47 BROADWAY,CHINA CHALET,-74.012944,40.7065,474,29,D0,2,1,70759,487 BROADWAY,MANHATTAN,1004740029,0,F,,0.975,1
2075 FREDRICK DOUGLASS BLVD,2076 FREDERICK DOUGLASS BLVD,DRAGON ONE CHINESE RESTAURANT,-73.9567618,40.8020386,1847,21,D1,2,1,54675,2075 FREDRICK DOUGLASS BLVD,MANHATTAN,1018470021,42,D,,0.9746913580246914,1
1752 BROADWAY,2715 BROADWAY,ZURNA RESTAURANT,-73.9685896,40.7997544,1028,17,D6,2,1,311689,1752 BROADWAY,MANHATTAN,1010280017,16,D,,0.9743589743589745,1
4101 BROADWAY,1140 BROADWAY,MTHEORY,-73.988854,40.7439951,2142,130,D4,2,1,78425,4101 BROADWAY,MANHATTAN,1021420130,10,D,,0.9743589743589745,1
4791 BROADWAY,1794 BROADWAY,NEW JIN SHING,-73.909389,40.682073,2237,59,C7,2,1,58260,4791 BROADWAY,MANHATTAN,1022370059,30,D,,0.9743589743589745,1
6063 BROADWAY,3660 BROADWAY,NEW DELI 1,-73.9474297,40.8302955,5814,1225,C1,2,1,25913,6063 BROADWAY,BRONX,2058141225,40,D,,0.9743589743589745,1
2537 BROADWAY,7532 BROADWAY,BARO 1376,-73.8896147,40.7457243,1242,55,J5,4,1,41250,2537 BROADWAY,MANHATTAN,1012420055,0,F,,0.9743589743589745,1
3200 BROADWAY,2030 BROADWAY,WONDER,-73.9818652,40.7767392,1982,59,C7,2,1,34068,3200 BROADWAY,MANHATTAN,1019820059,24,D,,0.9743589743589745,1
221 BROADWAY,4221 BROADWAY,TIERRA Y MAR,-73.9371438,40.849068,176,10,W1,0,1,102223,221 BROADWAY,STATEN ISLAND,-2147483648,77,B,,0.9743589743589745,1
472 AVENUE OF THE AMERICAS,2 AVENUE OF THE AMERICAS,ROXY BAR,-74.0049591,40.719193,575,11,D8,2,1,34485,472 AVENUE OF THE AMERICAS,MANHATTAN,1005750011,15,D,,0.9743589743589745,1
2120 BROADWAY,1022 BROADWAY,2 CHIX,-73.9327947,40.6954921,1166,7501,R0,2,1,98788,2120 BROADWAY,MANHATTAN,1011667501,12,D,,0.9743589743589745,1
4280 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,2164,16,O5,4,1,37158,4280 BROADWAY,MANHATTAN,1021640016,79,B,,0.9743589743589745,1
2241 BROADWAY,4221 BROADWAY,TIERRA Y MAR,-73.9371438,40.849068,1228,8,K4,4,1,40483,2241 BROADWAY,MANHATTAN,1012280008,27,D,,0.9743589743589745,1
3280 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1986,65,O6,4,1,184044,3280 BROADWAY,MANHATTAN,1019860065,55,C,,0.9743589743589745,1
560 BROADWAY,1560 BROADWAY,1560 CHICKEN ENTERPRISE INC,-73.9160217,40.6856824,497,18,O5,4,1,122454,560 BROADWAY,MANHATTAN,1004970018,73,B,,0.9743589743589745,1
540 BROADWAY,1540 BROADWAY,PLANET HOLLYWOOD,-73.9851237,40.7579436,497,6,O5,4,1,25050,540 BROADWAY,MANHATTAN,1004970006,0,F,,0.9743589743589745,1
569 BROADWAY,3569 BROADWAY,MAMASUSHI HARLEM,-73.9500414,40.8274223,512,23,O5,4,1,140000,569 BROADWAY,MANHATTAN,1005120023,25,D,,0.9743589743589745,1
1200 BROADWAY,200 BROADWAY,AUNTIE ANNE'S,-74.008746,40.710595,831,20,D0,2,1,101808,1200 BROADWAY,MANHATTAN,1008310020,52,D,,0.9743589743589745,1
600 BROADWAY,1600 BROADWAY,M&M'S NEW YORK,-73.984355,40.760129,511,16,O5,4,1,67056,600 BROADWAY,MANHATTAN,1005110016,36,D,,0.9743589743589745,1
628 BROADWAY,3628 BROADWAY,KANÜ BAR|GRILL,-73.9482181,40.8291911,522,8,O5,4,1,66500,628 BROADWAY,MANHATTAN,1005220008,47,D,,0.9743589743589745,1
1431 BROADWAY,4311 BROADWAY,SUSHI YU 2,-73.9351325,40.852069,993,7,O6,4,1,37645,1431 BROADWAY,MANHATTAN,1009930007,45,D,,0.9743589743589745,1
552 AVENUE OF THE AMERICAS,2 AVENUE OF THE AMERICAS,ROXY BAR,-74.0049591,40.719193,817,1,D9,2,1,101231,552 AVENUE OF THE AMERICAS,MANHATTAN,1008170001,51,D,,0.9743589743589745,1
620 AVENUE OF THE AMERICAS,2 AVENUE OF THE AMERICAS,ROXY BAR,-74.0049591,40.719193,820,7505,R0,2,1,708834,620 AVENUE OF THE AMERICAS,MANHATTAN,1008207505,73,B,,0.9743589743589745,1
1441 BROADWAY,4141 BROADWAY,MALECON RESTAURANT,-73.9385331,40.8463793,993,55,O4,4,1,494868,1441 BROADWAY,MANHATTAN,1009930055,77,B,,0.9743589743589745,1
1493 BROADWAY,4193 BROADWAY,TERRAVITA,-73.9379742,40.8480627,1015,29,O4,4,1,686603,1493 BROADWAY,MANHATTAN,1010150029,44,D,,0.9743589743589745,1
4133 BROADWAY,3431 BROADWAY,TRUFA RESTAURANT,-73.9531479,40.8231468,2142,237,D7,2,1,77877,4133 BROADWAY,MANHATTAN,1021420237,12,D,,0.9743589743589745,1
2421 BROADWAY,4221 BROADWAY,TIERRA Y MAR,-73.9371438,40.849068,1237,7501,R0,2,1,154587,2421 BROADWAY,MANHATTAN,1012377501,44,D,,0.9743589743589745,1
451 BROADWAY,2451 BROADWAY,BARZINI'S,-73.9745003,40.7913615,231,35,O5,4,1,60000,451 BROADWAY,MANHATTAN,1002310035,26,D,,0.9743589743589745,1
924 METROPOLITAN AVENUE,924 METROPOLITAN AVE,TURTLEHEAD TACOS,-73.938058,40.7144889,2917,7,D1,2,1,25085,924 METROPOLITAN AVENUE,BROOKLYN,-2147483648,86,A,,0.9739130434782608,1
1534 ST NICHOLAS AVENUE,1534 ST NICHOLAS AVE,PALADAR & GRILL,-73.9309484,40.8527801,2157,75,C7,2,1,29235,1534 ST NICHOLAS AVENUE,MANHATTAN,1021570075,7,D,,0.9739130434782608,1
2432 GRAND CONCOURSE,2462 GRAND CONCOURSE,TROPILYZ,-73.8973122,40.8614824,3152,60,O5,4,1,164625,2432 GRAND CONCOURSE,BRONX,2031520060,57,C,,0.9733333333333334,1
180 MAIDEN LANE,180 MAIDEN LN,THE SAUCY LADIES,-74.0054767,40.7052473,37,23,O4,4,1,1079361,180 MAIDEN LANE,MANHATTAN,1000370023,78,B,,0.9733333333333334,1
33 BOWERY,334 BOWERY,XEO CANTINA,-73.992275,40.726092,289,1,W1,0,2,146500,33 BOWERY,MANHATTAN,1002890001,76,B,,0.9733333333333334,1
2274 GRAND CONCOURSE,2264 GRAND CONCOURSE,LULO,-73.8998955,40.8568824,3158,22,C7,2,1,29817,2274 GRAND CONCOURSE,BRONX,2031580022,29,D,,0.9733333333333334,1
1425 GRAND CONCOURSE,1454 GRAND CONCOURSE,MC DELI GROCERY CORP,-73.9126327,40.839814,2833,20,D5,2,1,60000,1425 GRAND CONCOURSE,BRONX,2028330020,5,D,,0.9733333333333334,1
1 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,13,1,O6,4,1,180646,1 BROADWAY,MANHATTAN,1000130001,98,A,,0.9727272727272728,1
3191 ROCHAMBEAU AVENUE,3191 ROCHAMBEAU AVE,SOUTHERN FOOD FOR YOUR SOUL,-73.8808172,40.8761877,3335,118,D1,2,1,75610,3191 ROCHAMBEAU AVENUE,BRONX,2033350118,100,A,,0.9727272727272728,1
281 BROADWAY,81 BROADWAY,MARLOW & SONS,-73.9656961,40.710638,149,7502,R0,2,1,146093,281 BROADWAY,MANHATTAN,1001497502,18,D,,0.9722222222222222,1
233 BROADWAY,33 BROADWAY,LA CABANA ELEGANTE RESTAURANTE,-74.1275701,40.86011,123,7501,R0,2,1,1008544,233 BROADWAY,MANHATTAN,1001237501,83,B,,0.9722222222222222,1
718 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,545,11,D0,2,1,75165,718 BROADWAY,MANHATTAN,1005450011,29,D,,0.9722222222222222,1
60 BROADWAY,160 BROADWAY,160 BROADWAY HEALTH & MEDICAL,-74.01012,40.70944,2130,7501,R0,2,1,180853,60 BROADWAY,BROOKLYN,-2147483648,23,D,,0.9722222222222222,1
89 AVENUE A,189 AVENUE A,FOXFACE NATURAL,-73.981583,40.728918,432,7502,R0,2,1,25586,89 AVENUE A,MANHATTAN,1004327502,24,D,,0.9722222222222222,1
364 BROADWAY,643 BROADWAY,TUCCI - NEW YORK,-73.9959157,40.7267024,172,1,D0,2,1,93378,364 BROADWAY,MANHATTAN,1001720001,9,D,,0.9722222222222222,1
433 BROADWAY,33 BROADWAY,LA CABANA ELEGANTE RESTAURANTE,-74.1275701,40.86011,231,14,O3,4,1,46217,433 BROADWAY,MANHATTAN,1002310014,0,F,,0.9722222222222222,1
692 BROADWAY,269 BROADWAY,LATITUDE ZERO,-74.1251044,40.6560023,531,7501,R0,2,1,182605,692 BROADWAY,MANHATTAN,1005317501,3,D,,0.9722222222222222,1
462 BROADWAY,264 BROADWAY,EL PILÓN RESTAURANTE,-74.16914,40.7598256,473,1,O5,4,1,141050,462 BROADWAY,MANHATTAN,1004730001,9,D,,0.9722222222222222,1
176 BROADWAY,76 BROADWAY,LIBERTY HOUSE RESTAURANT,-74.0711684,40.7360679,65,17,D4,2,1,168176,176 BROADWAY,MANHATTAN,1000650017,51,D,,0.9722222222222222,1
2187 FREDERICK DOUGLASS BLVD.,2167 FREDERICK DOUGLASS BLVD,"LEVAIN BAKERY - HARLEM, NYC",-73.9551185,40.8052052,1945,7504,R0,2,1,180000,2187 FREDERICK DOUGLASS BLVD.,MANHATTAN,1019457504,12,D,,0.9720853858784892,1
2280 FREDERICK DOUGLASS BLVD.,2220 FREDERICK DOUGLASS BLVD,DULCERIA,-73.953652,40.8067785,1928,7506,R0,2,1,128517,2280 FREDERICK DOUGLASS BLVD.,MANHATTAN,1019287506,21,D,,0.9720853858784892,1
1907 LEXINGTON AVENUE,1907 LEXINGTON AVE,NEW HONG KONG KITCHEN,-73.9402814,40.8002363,1767,52,D9,0,2,46518,1907 LEXINGTON AVENUE,MANHATTAN,1017670052,38,D,,0.9714285714285714,1
2129 AMSTERDAM AVENUE,2129 AMSTERDAM AVE,NATIVE NOODLES,-73.9379216,40.8383182,2111,50,D7,2,1,25296,2129 AMSTERDAM AVENUE,MANHATTAN,1021110050,1,D,,0.9714285714285714,1
83 MAIDEN LANE,83 MAIDEN LN,MEZCALI,-74.0075142,40.7074555,68,7,O6,4,1,155450,83 MAIDEN LANE,MANHATTAN,1000680007,46,D,,0.9714285714285714,1
75 MAIDEN LANE,75 MAIDEN LN,HOSPITALITY ALLIANCE,-74.0076516,40.707726,68,11,O6,4,1,155026,75 MAIDEN LANE,MANHATTAN,1000680011,71,B,,0.9714285714285714,1
623 BROADWAY,623 S BROADWAY,UPTOWN BAR AND GRILLE,-73.8967749,40.9119067,523,47,K4,4,1,34085,623 BROADWAY,MANHATTAN,1005230047,1,D,,0.9714285714285714,1
2802 FREDRICK DOUGLASS BLVD,2825 FREDERICK DOUGLASS BLVD,YONG SHENG,-73.93947,40.82632,2035,1,C7,2,6,436115,2802 FREDRICK DOUGLASS BLVD,MANHATTAN,1020350001,60,C,,0.9710758377425044,1
2272 FREDRICK DOUGLASS BLVD,2220 FREDERICK DOUGLASS BLVD,DULCERIA,-73.953652,40.8067785,1927,61,D7,2,1,35759,2272 FREDRICK DOUGLASS BLVD,MANHATTAN,1019270061,10,D,,0.9710758377425044,1
2850 FREDRICK DOUGLASS BLVD,2825 FREDERICK DOUGLASS BLVD,YONG SHENG,-73.93947,40.82632,2037,1,D3,2,2,103625,2850 FREDRICK DOUGLASS BLVD,MANHATTAN,1020370001,1,D,,0.9710758377425044,1
2177 FREDRICK DOUGLASS BLVD,2167 FREDERICK DOUGLASS BLVD,"LEVAIN BAKERY - HARLEM, NYC",-73.9551185,40.8052052,1944,36,D9,2,1,54779,2177 FREDRICK DOUGLASS BLVD,MANHATTAN,1019440036,75,B,,0.9710758377425044,1
2654 FREDRICK DOUGLASS BLVD,2695 FREDERICK DOUGLASS BLVD,JACOB RESTAURANT,-73.9429899,40.8216765,2027,1,D3,2,1,216247,2654 FREDRICK DOUGLASS BLVD,MANHATTAN,1020270001,0,F,,0.9710758377425044,1
569 LEXINGTON AVENUE,569 LEXINGTON AVE,FRESH & CO.,-73.971836,40.756945,1305,7501,R0,2,1,437662,569 LEXINGTON AVENUE,MANHATTAN,1013057501,70,B,,0.9700000000000001,1
601 LEXINGTON AVENUE,601 LEXINGTON AVE,JUMIEKA NYC,-73.9700108,40.7582937,1308,7501,R0,2,1,1835280,601 LEXINGTON AVENUE,MANHATTAN,1013087501,66,C,,0.9700000000000001,1
28-30 JACKSON AVENUE,28-30 JACKSON AVE,MURRAY'S CHEESE BAR,-73.9379176,40.748665,264,17,D6,2,2,548716,28-30 JACKSON AVENUE,QUEENS,-2147483648,80,B,,0.9700000000000001,1
517 LEXINGTON AVENUE,517 LEXINGTON AVE,BRASSERIE COGNAC 48TH,-73.9728762,40.7553097,1303,7502,R0,2,1,79756,517 LEXINGTON AVENUE,MANHATTAN,1013037502,40,D,,0.9700000000000001,1
525 LEXINGTON AVENUE,525 LEXINGTON AVE,SHELTON GRILLE RESTAURANT,-73.9729969,40.7556053,1303,53,H1,4,1,406261,525 LEXINGTON AVENUE,MANHATTAN,1013030053,32,D,,0.9700000000000001,1
303 LEXINGTON AVENUE,303 LEXINGTON AVE,VINTAGE GREEN ROOFTOP,-73.97784,40.74834,893,25,HB,4,1,179142,303 LEXINGTON AVENUE,MANHATTAN,1008930025,39,D,,0.9700000000000001,1
599 LEXINGTON AVENUE,599 LEXINGTON AVE,SWEETGREEN,-73.9712076,40.7578967,1307,23,O4,4,1,984485,599 LEXINGTON AVENUE,MANHATTAN,1013070023,62,C,,0.9700000000000001,1
2300 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,3159,1,D7,2,1,79284,2300 GRAND CONCOURSE,BRONX,2031590001,5,D,,0.97,1
2641 GRAND CONCOURSE,2264 GRAND CONCOURSE,LULO,-73.8998955,40.8568824,3168,27,W1,0,1,62000,2641 GRAND CONCOURSE,BRONX,2031680027,79,B,,0.97,1
2664 GRAND CONCOURSE,2264 GRAND CONCOURSE,LULO,-73.8998955,40.8568824,3304,10,C7,2,1,77000,2664 GRAND CONCOURSE,BRONX,2033040010,14,D,,0.97,1
1244 GRAND CONCOURSE,1454 GRAND CONCOURSE,MC DELI GROCERY CORP,-73.9126327,40.839814,2457,13,C1,2,1,28696,1244 GRAND CONCOURSE,BRONX,2024570013,39,D,,0.97,1
1645 GRAND CONCOURSE,1454 GRAND CONCOURSE,MC DELI GROCERY CORP,-73.9126327,40.839814,2838,27,D7,2,1,81702,1645 GRAND CONCOURSE,BRONX,2028380027,41,D,,0.97,1
2720 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,3304,35,D1,2,1,255200,2720 GRAND CONCOURSE,BRONX,2033040035,100,A,,0.97,1
2820 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,3304,146,D1,2,1,80889,2820 GRAND CONCOURSE,BRONX,2033040146,52,D,,0.97,1
